Firm ID,Year,Default,WC/TA,RE/TA,EBIT/TA,ME/TA,S/TA
107,2002,0,-2.158016465,0.408996515,-1.112611352,-1.356333041,-1.200425454
107,2003,0,-0.946473573,0.429935552,-0.32737915,-1.030595525,-0.257456366
107,2004,0,-1.162027247,1.508508068,0.444474952,-1.085948035,-0.426832607
108,1999,0,-2.093932873,0.41632126,1.622062909,-0.104019236,-1.913127289
108,2000,0,-1.149333615,-0.82328089,0.414386385,-1.127770499,-0.389023209
108,2001,0,-0.204552516,-1.228275656,2.032372579,1.748395185,-1.27267757
108,2002,0,-1.829669227,-0.070109996,0.835007884,-1.446713496,-0.834555423
108,2003,0,-0.900192233,-0.694375186,-0.467114332,1.12404626,-1.544094694
108,2004,0,-0.338069124,0.706559754,0.839770163,-0.260480413,-0.158418221
109,1999,0,-1.44074063,0.367561563,-0.872913531,0.563224522,-1.708278957
109,2000,0,-1.924627974,0.669021112,0.084742915,0.187351517,-1.933149909
109,2001,0,-0.889988559,-1.70988874,-0.089882969,1.03700677,-1.480718225
109,2002,0,-0.211394831,1.805570787,-0.083090024,-0.777232723,0.280262377
109,2003,0,-1.011965119,-1.782176201,-1.109254001,0.893904385,-1.507547803
109,2004,0,-2.442005192,2.367138588,-0.28532599,-1.527788577,-1.362740964
110,1999,0,0.189852201,0.561606175,2.455351937,2.305710913,-1.244335637
110,2000,0,-1.865949966,1.157730939,-2.737748123,0.17333179,-1.869082616
110,2001,0,-2.08823301,-0.621393711,1.837492062,-0.118564527,-1.898764053
110,2002,0,-1.757196584,0.047495102,1.356186106,0.192362634,-1.778134373
110,2003,0,-0.252834977,-0.903540859,-0.476243036,1.753176023,-1.321223716
110,2004,0,-0.430787075,-0.60567358,-0.337845944,1.615188184,-1.404070244
111,1999,0,-0.934924154,0.169138522,-0.294089751,-0.965623889,-0.286665479
111,2000,0,-0.167013577,0.166115003,-0.02809202,1.907772271,-1.335633007
111,2001,0,-2.792680519,-0.240221532,-0.289711347,-0.872709708,-2.098358341
111,2002,0,-1.345205017,-2.26215805,0.642186687,-1.322665649,-0.453655028
111,2003,0,-0.259155227,-1.381536188,-0.014152379,-0.251620998,-0.089367978
111,2004,0,-1.720535302,0.551565915,0.843172629,0.234065556,-1.769262911
112,1999,0,-1.121423125,-0.939345407,-0.317683073,0.946874732,-1.643617217
112,2000,0,-1.666432699,1.452962376,1.721234052,0.292218224,-1.754077768
112,2001,0,-0.739549005,0.668912146,-0.799859726,1.407136332,-1.567183992
112,2002,0,0.038540757,-1.012856397,-0.491696784,1.9652303,-1.176999401
112,2003,0,-0.304915958,-0.300308969,-0.233166778,1.734403199,-1.358814134
112,2004,0,-2.067598246,-0.624843759,0.512171922,-1.934170949,-0.758266202
113,1999,0,-1.782297395,0.33070077,-0.465819377,0.098552235,-1.743916221
113,2000,0,-0.335658561,-1.31144543,-1.61308,-1.117999789,0.373317296
113,2001,0,2.211128199,-0.615241349,0.065859471,4.339533675,-0.591340799
113,2002,0,-2.244155416,0.335826173,0.327126964,-1.249008212,-1.348034262
113,2003,0,0.209131775,2.493030458,0.855950027,-0.684974612,0.620412902
113,2004,0,-0.414508625,-1.311660949,1.284112489,1.646517088,-1.408041548
114,1999,0,-1.757836988,0.165013896,-1.70894699,-1.06106915,-1.004831311
114,2000,0,-1.116718534,-0.162355006,0.594971032,-1.27426438,-0.267774107
114,2001,0,-1.818783986,0.362192711,0.204274764,-1.628412084,-0.712089857
114,2002,0,-1.099412325,-0.368154048,-0.343672203,-0.792196975,-0.549074857
114,2003,0,-1.057381533,-1.147063429,0.80928219,-0.67524865,-0.58159169
114,2004,0,-1.617821131,0.251411734,0.103515731,0.31126996,-1.719935811
115,1999,0,-0.716788928,-0.23163983,0.704804211,-0.90627361,-0.117319762
115,2000,0,-0.831924057,-1.214280194,-0.348266052,-0.895674824,-0.2325887
115,2001,0,-4.17692379,0.125844273,0.14453448,-2.231377944,-2.566649028
115,2002,0,-0.781024153,0.026148452,0.743539969,-1.123853921,-0.043637798
115,2003,0,-2.11484206,1.016882073,0.63160157,-0.118630206,-1.923851077
115,2004,0,-0.336095378,0.131941204,-0.441080193,-0.375699322,-0.085414622
116,1999,0,-1.085476147,1.172672899,0.274768326,-0.765409332,-0.552454108
116,2000,0,0.205535681,-0.406775137,0.008521949,-0.451467687,0.472842577
116,2001,0,1.027652731,-0.767508389,-0.157168896,3.029087794,-0.899815525
116,2002,0,-0.7913459,-0.357077409,0.057116693,1.150993254,-1.457946354
116,2003,0,-1.746783734,0.337002664,2.400003098,-1.43899142,-0.761052475
116,2004,0,-1.492781103,0.364732893,0.425461895,-1.026455462,-0.775904126
117,1999,0,-2.544204696,-0.620263569,0.431332599,-0.651485468,-2.000307281
117,2000,0,-1.018776082,-0.723847704,-0.038620694,-1.009453633,-0.338787056
117,2001,0,-1.756693184,-0.148482762,-0.70068477,0.186937365,-1.774309271
117,2002,0,-0.843795602,-1.095904479,0.131248331,-0.784571449,-0.312397974
117,2003,0,-0.26624513,0.712198483,-1.50726429,1.732241367,-1.320961544
117,2004,0,-2.598392282,1.2263624,-0.138287134,-0.595124211,-2.086277137
118,1999,0,-0.345000824,-2.949456579,1.315663146,1.692313722,-1.370679899
118,2000,0,-1.668749041,-0.964980839,0.588200766,0.307971442,-1.765991675
118,2001,0,-1.309714012,1.218062897,-0.098868778,-1.235599108,-0.473897598
118,2002,0,-0.360249687,0.530816779,-0.608053945,-1.171976321,0.383422086
118,2003,0,-1.921681704,0.057444896,0.345236204,-1.704823142,-0.762080121
118,2004,0,-1.279170774,-0.149214897,-0.30463234,-1.08787887,-0.536261946
119,1999,0,-2.908439126,-0.306386113,-1.096095101,-2.06855491,-1.46931996
119,2000,0,-0.978999321,-1.599221576,-0.788306251,1.051306912,-1.573602616
119,2001,0,-2.320491658,1.640784386,-0.84131005,-1.564205044,-1.225508104
119,2002,0,-1.110249228,0.357558227,0.858057035,0.764808982,-1.520652369
119,2003,0,-1.314891666,-0.701557926,-0.44336812,0.629909891,-1.630610326
119,2004,0,-1.772898855,-0.03309987,-1.922183235,-1.114476738,-0.986079092
120,1999,0,-0.285280797,-1.023243602,-0.214695238,1.561191717,-1.233326009
120,2000,0,-0.412580735,-0.594436451,-0.657851932,-1.247646802,0.38072591
120,2001,0,-0.468237355,0.54361033,0.643362771,-0.487066061,-0.14143823
120,2002,0,-0.846754788,-0.727418782,0.227245498,1.218874219,-1.552182144
120,2003,0,-2.175551979,0.935284897,0.123080125,-1.713749679,-0.996304507
120,2004,0,-2.25539165,0.597261161,-1.394475149,-1.394339092,-1.268913102
121,1999,0,0.115809461,-0.17805673,-0.140620872,-0.112085358,0.178566696
121,2000,0,-0.031655109,0.292403201,1.592475451,1.902740325,-1.204703817
121,2001,0,0.156270977,-0.003348882,-1.03584571,2.181922627,-1.199616466
121,2002,0,-1.316125948,2.400688312,-1.092964594,0.698736325,-1.674271473
121,2003,0,1.288696665,-0.693236689,-1.553296257,3.510106623,-0.950301359
121,2004,0,-0.449795495,0.533858806,0.987511762,1.542994527,-1.377445749
122,1999,0,-1.671119735,1.029573957,0.5731998,-0.885927772,-1.031079828
122,2000,0,-0.873249263,0.880336581,0.094171318,-0.663976238,-0.414671024
122,2001,0,-0.836960215,0.108569147,-1.077585502,1.221797459,-1.544737787
122,2002,0,-0.62406692,1.870104943,-0.848919003,-1.149343916,0.120319072
122,2003,0,-1.153057158,0.116726816,1.726850629,-1.403093772,-0.22254628
122,2004,0,-1.537154936,0.740095462,1.173447841,-1.416855154,-0.576762496
123,1999,0,-2.299367492,-0.477676172,-1.082573699,-1.421721045,-1.293534094
123,2000,0,-0.838777003,-0.311723784,-0.813788374,1.121727589,-1.484667171
123,2001,0,-0.985791025,-0.689402718,-1.381203896,-0.905813109,-0.371629347
123,2002,0,-0.663890748,0.264165799,1.226040982,1.336042413,-1.451842451
123,2003,0,-0.770291532,0.260804856,2.018998378,-0.894907619,-0.174861296
123,2004,0,-0.747544018,-0.446367063,0.668721848,-0.942788717,-0.123816982
124,1999,0,-1.423154054,-0.865536199,-0.193329714,0.548727649,-1.682720703
124,2000,0,-0.923827612,-0.787113844,1.666968631,1.172831376,-1.59653561
124,2001,0,-0.5809163,1.157908669,-0.600871725,1.414585323,-1.421982489
124,2002,0,-1.395725513,-0.058661305,-0.998866814,-1.01313804,-0.692474751
124,2003,0,-1.433481824,-0.049367593,-0.383700062,-1.098819532,-0.675226538
124,2004,0,-0.892527485,0.411964593,1.655478251,-1.181488252,-0.113347889
125,1999,0,-0.580020057,0.183936398,0.612537162,-0.901829882,0.009090731
125,2000,0,-1.916060517,0.024457812,0.791045518,-1.048181459,-1.162202918
125,2001,0,1.748485218,0.293379854,-1.497181139,3.860996112,-0.732761885
125,2002,0,-0.716682736,-1.208326563,-0.426956304,1.327134975,-1.496195486
125,2003,0,-0.68378333,-1.493374606,-0.993556415,-0.989186975,-0.034958476
125,2004,0,-0.492226307,-0.837933346,-1.219619483,1.598428951,-1.451741141
126,1999,0,-0.35981026,-1.374018714,-0.348411618,-0.598112527,0.029515673
126,2000,0,-1.125835372,0.498208319,-0.542949292,0.841790376,-1.582901455
126,2001,0,-1.873091076,0.50264839,-0.870050717,-1.819847214,-0.64517536
126,2002,0,-1.058744334,0.07673216,-0.78619914,-1.157159705,-0.285331726
126,2003,0,-2.314885638,-0.839097781,-2.70331165,-1.3877785,-1.329145443
126,2004,0,-2.352403082,-1.691286561,2.223513219,-0.391838729,-1.979498309
127,1999,0,0.758680308,0.257547509,-0.050602091,2.797890122,-1.011064118
127,2000,0,-1.286776249,-1.92958959,-0.946706047,-1.097650063,-0.537410943
127,2001,0,-0.851927114,-0.694166697,-1.188111322,1.236086172,-1.567693693
127,2002,0,-0.831583744,0.723600162,-1.652477065,1.123819641,-1.4791661
127,2003,0,-2.090211508,-1.927244768,-1.307787823,-1.222361718,-1.219113642
127,2004,0,1.127423474,0.623171061,-0.451072896,0.341450894,0.853831135
128,1999,0,-1.630053158,0.694511838,-1.328444109,-1.111778347,-0.852852478
128,2000,0,-1.942812856,0.016105355,1.373285672,-1.606577788,-0.842694526
128,2001,0,-0.890322415,1.147251789,-0.715801545,-1.060508753,-0.185962097
128,2002,0,0.657261757,1.005542328,0.66123079,2.755380889,-1.080589611
128,2003,0,-0.66569014,0.865134373,-0.328716496,1.294426918,-1.427846958
128,2004,0,-1.24674252,0.617460939,-0.941419985,-1.096493163,-0.50032042
129,1999,0,-0.398007528,-0.899459761,1.212229567,1.583694624,-1.353670612
129,2000,0,-0.100353715,1.449492394,-1.75205577,-0.684609997,0.327933063
129,2001,0,-1.207833596,0.218880786,-0.8452575,-0.772701801,-0.663496642
129,2002,0,-1.548243723,0.175602284,2.566818181,0.395397697,-1.706175248
129,2003,0,-1.03877613,0.413109316,1.172715608,-1.005882914,-0.359878263
129,2004,0,0.514520475,1.098088341,0.860061977,-0.335568049,0.693064426
130,1999,0,0.152645834,0.895103108,1.763726636,2.278200319,-1.262484622
130,2000,0,-1.019458536,1.172202134,-0.034564983,-0.723067761,-0.516255068
130,2001,0,-2.214437989,-1.017677771,-0.846829101,-0.098903155,-2.030082043
130,2002,0,-2.102805015,-2.235020847,-0.788364909,-1.556385955,-1.024769033
130,2003,0,-0.129381877,2.714126915,0.275513182,1.920826651,-1.308156654
130,2004,0,-1.086464782,-0.125573293,0.07103251,0.851697246,-1.551839655
131,1999,0,-1.834710352,0.50366705,-2.289546654,0.321697046,-1.931187612
131,2000,0,-0.729829197,-2.109141718,-2.346164438,-1.150108342,0.020917148
131,2001,0,-1.201844228,-1.150087224,1.251927741,0.772085558,-1.611640551
131,2002,0,-1.408727844,0.442638801,-0.214352068,0.46743731,-1.618906494
131,2003,0,-1.100019329,-1.22972181,1.515201583,-0.907135741,-0.478681293
131,2004,0,-0.153190459,-1.321808842,0.121046117,-0.85654205,0.384194237
132,1999,0,0.097003876,0.656984749,1.4074829,2.12484802,-1.220344199
132,2000,0,-1.140598593,-0.491395274,0.508366853,-0.629798734,-0.688237787
132,2001,0,-1.131385874,0.570707031,1.708874899,0.754555978,-1.534281697
132,2002,0,-0.573299229,0.752293658,-1.37615979,-1.048612764,0.106065694
132,2003,0,-1.363345935,-1.937515292,-1.258369099,0.615166081,-1.66726359
132,2004,0,-0.807747929,-1.000907855,-0.470468734,-1.266566487,0.01924147
133,1999,0,-1.085635804,-0.675290768,-0.085341381,0.915666977,-1.590553734
133,2000,0,-1.958531725,0.208981597,0.242626362,-0.090754272,-1.793454876
133,2001,0,-2.126776086,1.429214277,0.650326682,-0.20868525,-1.879517881
133,2002,0,-0.912646408,-0.890716687,-0.363590772,-1.103093324,-0.180750149
133,2003,0,-1.479898779,0.5170837,-1.086548975,-0.988721876,-0.787036924
133,2004,0,-0.844893912,0.100254431,-0.139995598,-1.216884262,-0.046511743
134,1999,0,-0.973046712,-0.195420422,-0.192064252,-0.78141133,-0.436404113
134,2000,0,-2.190694157,-0.379646089,0.11408235,-1.470886314,-1.160555039
134,2001,0,-2.333340752,0.388092031,0.620931429,-0.278604557,-2.031411588
134,2002,0,-0.868985782,1.446975114,-0.876313334,-0.630375795,-0.431390874
134,2003,0,0.943158244,1.292305868,0.290532893,2.984358395,-0.951988412
134,2004,0,-0.906804471,0.256690418,-0.696577432,1.156389966,-1.570308803
135,1999,0,-0.383763314,-1.119984962,-0.682540556,-1.019861844,0.267297379
135,2000,0,-0.96213509,0.194675036,0.219157463,0.917089483,-1.47480729
135,2001,0,-0.405416612,-0.442705265,-0.081208706,1.59658494,-1.368626074
135,2002,0,-1.820752382,-0.679713826,-0.665057773,-1.472676659,-0.810104563
135,2003,0,-2.553313829,1.734142887,0.650158797,-0.606833103,-2.036479018
135,2004,0,-0.709887539,0.927809879,0.103447546,1.448076068,-1.564451413
136,1999,0,0.80440279,0.106744271,-0.749844309,2.878115009,-1.017420604
136,2000,0,-0.214312568,0.070928133,0.514954188,-0.808994608,0.297117864
136,2001,0,0.428632818,0.138137589,-0.131501192,-0.240712067,0.553391575
136,2002,0,-0.900949872,0.668633931,0.356916856,1.071889708,-1.512607073
136,2003,0,-0.392596999,-0.007452399,1.480530925,1.683187927,-1.409991581
136,2004,0,-0.293970523,0.931755667,-1.308655947,-0.705339243,0.157894859
137,1999,0,0.062622823,0.033749325,0.170247556,2.1274096,-1.254392667
137,2000,0,-0.746589706,0.282958988,0.506069704,-0.826411594,-0.194770661
137,2001,0,-2.298880628,-0.33905407,-0.631646201,-0.417312355,-1.913227537
137,2002,0,-1.851760238,0.426364828,0.879626045,-1.198914203,-1.008415504
137,2003,0,-1.378003397,-1.289253358,0.545418827,-1.366295537,-0.457688889
137,2004,0,-0.651623429,0.170843135,-0.887036914,1.381081026,-1.468066364
138,1999,0,0.150686261,-0.951753309,-1.044304159,2.268226523,-1.258176962
138,2000,0,-1.304749252,-0.485371531,-0.180677598,0.650072042,-1.633481337
138,2001,0,0.74424624,1.422061803,-1.176418571,2.832614049,-1.046134196
138,2002,0,-1.288130741,-1.466222543,-0.52996924,-0.965325916,-0.620391072
138,2003,0,-1.348205637,0.974505715,-1.087859417,-1.049067315,-0.625416717
138,2004,0,-1.365947947,0.957617009,-1.900117114,-1.247066987,-0.519920052
139,1999,0,-0.222332925,0.727074669,0.816149731,1.895203571,-1.380112113
139,2000,0,-1.301516755,0.130194452,-0.00863143,-1.299849471,-0.426486553
139,2001,0,-0.45525017,-0.329355109,0.065369655,1.596684803,-1.415746779
139,2002,0,-3.472561975,-1.845853541,-1.56592272,-1.657380374,-2.255906919
139,2003,0,-1.242972263,0.650963432,-0.163236981,-1.245753766,-0.40460193
139,2004,0,-0.47634034,-1.295613922,-0.742533023,-0.829059147,0.062067104
140,1999,0,-1.451862081,-0.479020718,0.452335597,0.529382714,-1.697886229
140,2000,0,-1.612993757,0.12999832,-0.18791892,-1.114695657,-0.834941631
140,2001,0,-1.82806863,-1.353462685,-0.662771079,-1.347442615,-0.894336873
140,2002,0,-2.218573757,1.124708398,-0.193453907,-0.331917156,-1.890117451
140,2003,0,-0.617003874,0.511086392,0.3712254,1.373455586,-1.430666088
140,2004,0,-0.988692825,0.320632559,0.566314679,-1.041881495,-0.290356729
141,1999,0,0.081364547,-0.481056254,-1.369644489,2.233287091,-1.302066458
141,2000,0,-2.08845029,-1.356718473,0.620513651,-1.15068023,-1.261708863
141,2001,0,-1.214748623,-0.067116057,0.593956103,0.770757497,-1.623006501
141,2002,0,-1.596511761,0.450243248,-0.807865648,-1.156084113,-0.793822758
141,2003,0,-1.128719568,-0.588603661,0.290976923,0.930435752,-1.640357487
141,2004,0,-1.896659183,-0.809894615,0.448098447,-1.431632921,-0.907126892
142,1999,0,-2.522355974,0.349688473,0.005847003,-0.581272353,-2.023026762
142,2000,0,-1.242126455,-0.037049775,-0.443535879,-1.337171042,-0.347359341
142,2001,0,-0.211359927,-0.683789996,0.620004925,-0.678716908,0.219468606
142,2002,0,-1.108989033,1.474541849,-0.58765433,0.904162635,-1.60550362
142,2003,0,-1.406169033,0.112089001,-0.023268881,-1.077395002,-0.662662573
142,2004,0,-1.379170454,0.795763547,-1.212080911,0.641176544,-1.69826674
143,1999,0,-1.99559714,-0.475646676,0.015859805,-1.124352152,-1.190281138
143,2000,0,-1.773868012,-0.643924043,0.044796953,-1.406977638,-0.806395127
143,2001,0,0.07835338,0.251937852,-0.351181881,2.155822578,-1.257080974
143,2002,0,1.3217487,0.219202992,-0.4747497,3.361853941,-0.827553692
143,2003,0,-0.407844765,0.437505983,-1.209343029,-0.289199327,-0.206577113
143,2004,0,0.192605527,-0.79536973,1.174270616,-0.707985577,0.619014448
144,1999,0,-2.511412039,-0.306152746,0.587533435,-0.548383414,-2.032998791
144,2000,0,0.152741114,2.093157897,0.876746357,2.291575719,-1.270653035
144,2001,0,-0.279095385,0.223979797,0.115902862,1.83888034,-1.398938576
144,2002,0,-0.881211001,-0.221426085,-1.457362647,-0.278280243,-0.660330205
144,2003,0,-1.436274614,-0.45603906,0.446922291,0.56383519,-1.704438634
144,2004,0,-1.737129071,-0.091445422,-0.04233161,-1.37262227,-0.79291372
145,1999,0,-2.396238912,-1.004940264,-1.270144044,-0.49259433,-1.958683909
145,2000,0,0.215117482,1.761618698,1.421710246,2.27447512,-1.201191064
145,2001,0,0.827568089,0.481628912,-0.315621234,-0.455580432,1.062782323
145,2002,0,-1.429563191,0.766755165,-0.539770427,-1.163815168,-0.631395747
145,2003,0,-1.451234933,0.316016312,-1.273710721,0.730257041,-1.821320062
145,2004,0,0.607022276,-0.310996753,-0.181238484,2.717844165,-1.10485564
146,1999,0,-0.834400813,0.053929401,-0.618371647,1.035827835,-1.427497445
146,2000,0,-2.346866354,1.33715427,-0.132712984,-0.316306194,-2.02090598
146,2001,0,-1.908052873,0.338900095,-0.592010428,-1.482445971,-0.886512672
146,2002,0,-1.480385903,-0.805605491,-0.081590546,0.478093352,-1.693154322
146,2003,0,-2.358784057,1.835561368,1.337076736,-0.285836834,-2.05097289
146,2004,0,-0.758963752,-0.111181051,-0.405637122,-0.629020788,-0.328331005
147,1999,0,-1.404688765,-0.288298455,-0.125110996,0.549241696,-1.665600867
147,2000,0,-0.642175454,-0.829995856,-0.578855369,1.461784368,-1.508973166
147,2001,0,0.077591789,-0.774072616,0.318154223,-0.536362153,0.404438517
147,2002,0,-0.489074824,0.053706026,-0.284610419,-0.525793674,-0.137203927
147,2003,0,-0.071874685,-0.337368577,0.222379416,-0.880672282,0.475881467
147,2004,0,0.564080223,-0.274651934,-0.383503614,-0.460032919,0.816713393
148,1999,0,-0.386563239,-0.626112682,0.712069256,-0.18101845,-0.25327469
148,2000,0,0.298136605,-0.611479792,-1.197475808,-0.226575611,0.421432522
148,2001,0,-0.832028906,-0.663331351,-0.230698814,-1.156111712,-0.071885867
148,2002,0,-0.400561643,1.525980198,-0.013006493,-0.746019713,0.082355648
148,2003,0,-1.777957219,-0.407843798,-0.78311592,-1.050787258,-1.030179697
148,2004,0,-2.410831716,-0.047508201,-1.122041059,-1.397372838,-1.413825828
149,1999,0,-0.589812659,-0.048697275,-0.937146515,1.37349479,-1.405012964
149,2000,0,-1.325853602,0.362999898,-1.82859724,-1.15250893,-0.54044107
149,2001,0,-1.333998551,-0.356039311,-1.642335551,-1.389775793,-0.401636596
149,2002,0,0.212409204,-0.424693604,-0.81625884,-0.504860003,0.51229949
149,2003,0,-1.437006799,-0.536068864,0.574817489,-1.335156654,-0.53263336
149,2004,0,0.322893658,1.077160663,-1.164495009,2.417950094,-1.188001302
150,1999,0,0.537689109,-0.383851011,-0.458500756,2.620959988,-1.110509337
150,2000,0,-1.271996899,2.010452795,-0.407889694,-1.072630781,-0.538902125
150,2001,0,-1.114284755,1.502229242,0.13483381,0.984738382,-1.660254475
150,2002,0,-2.089857468,0.810374014,-0.494410322,-1.436676546,-1.086454665
150,2003,0,-1.162962488,0.210641678,1.206512269,-0.915827987,-0.532753193
150,2004,0,-1.476411483,-0.564878219,-0.109765758,0.492158656,-1.698085537
151,1999,0,-0.894151914,0.964667945,-0.777434458,-0.856302825,-0.315661485
151,2000,0,-1.025532141,-0.096931738,-0.811301468,0.935268208,-1.545898786
151,2001,0,1.744243571,-1.514116996,1.20655369,0.155706089,1.550994059
151,2002,0,-0.797361965,0.64111097,0.597917702,0.995918177,-1.36787929
151,2003,0,-2.653467212,0.924767281,-0.91702995,-1.752524489,-1.42367077
151,2004,0,-2.086857317,-0.518945174,0.452553253,-0.106003608,-1.905220455
152,1999,0,-1.147959097,-0.924151016,1.438521624,-0.74100949,-0.626523508
152,2000,0,-1.445061083,0.039530616,-0.276522235,-1.219376505,-0.611725487
152,2001,0,-2.818445391,-0.458001787,1.460107647,-1.873869883,-1.504541273
152,2002,0,-1.171756829,0.364415974,-0.525192778,-0.618966126,-0.724349661
152,2003,0,-0.1707795,-0.258609144,-0.305485667,-0.977192891,0.442078061
152,2004,0,-1.020748317,2.096213081,1.730510142,0.887794301,-1.512069436
153,1999,0,-0.629255309,0.042948005,0.127215856,1.329259237,-1.414947215
153,2000,0,-0.23880765,0.715543441,-0.012958164,1.8530907,-1.369667801
153,2001,0,-1.481483947,-0.029314615,0.149012845,-0.996851015,-0.783514653
153,2002,0,-0.73257557,0.447359862,-0.904252716,-1.053867645,-0.041098322
153,2003,0,-1.075687065,0.367088982,-0.415158228,-1.227955753,-0.257619477
153,2004,0,-1.67364328,1.875063817,0.655164852,0.252872959,-1.736593904
154,1999,0,-1.426176733,-1.187039812,-0.760290691,0.517657011,-1.666391112
154,2000,0,-0.425857307,0.441680484,1.08625521,-0.771209117,0.074021057
154,2001,0,-2.801471178,-1.161191156,0.09595129,-0.845593396,-2.12340203
154,2002,0,-1.915358578,-0.158952393,1.333190305,0.113707857,-1.878926702
154,2003,0,-0.596961596,-0.576608019,-0.140414755,-0.889605664,-0.014455192
154,2004,0,-2.294083754,-0.320166561,-0.111684659,-0.200201979,-2.042748438
155,1999,0,-2.108068258,-0.747865034,-0.320620271,-0.238048681,-1.843721725
155,2000,0,-2.513311666,0.518865316,1.151705357,-0.592298066,-2.007678382
155,2001,0,-1.952332729,-0.412536369,1.798795088,-0.046601374,-1.814862386
155,2002,0,-0.254435232,0.686710786,-0.112421233,1.723500326,-1.304412177
155,2003,0,-2.337653153,0.787179992,0.293359488,-1.484327344,-1.291033102
155,2004,0,-1.378311086,1.350149199,-1.854783904,-0.957597283,-0.710322475
156,1999,0,-1.269593216,0.270470074,0.575225853,0.680840507,-1.619280041
156,2000,0,-0.226940118,1.011572081,-0.72033716,-1.159830907,0.501810614
156,2001,0,-2.528623019,1.321749462,-1.073827321,-0.624160846,-2.002464195
156,2002,0,-0.201699432,-0.484691431,1.805705231,1.752575941,-1.272564662
156,2003,0,-1.087663015,-0.844751087,-1.105549179,-0.962451917,-0.432858994
156,2004,0,-0.294593426,-1.131269764,-1.417857056,-0.834441978,0.237018685
157,1999,0,-1.829773752,-0.303333422,-1.037836252,0.060915328,-1.765511108
157,2000,0,-1.625345275,0.425810948,1.337199001,-1.730598663,-0.466327778
157,2001,0,-0.914559846,-0.375015865,0.83839115,0.990542615,-1.475233075
157,2002,0,-0.563135842,0.181845776,1.813591228,1.389659979,-1.389802285
157,2003,0,-0.628455823,1.320194572,0.117215749,-0.659747201,-0.186117733
157,2004,0,-1.1371535,1.377024945,0.0242329,0.978324092,-1.677889608
158,1999,0,-0.939777717,0.243418082,0.513573869,1.031961495,-1.524620233
158,2000,0,-1.217551939,-0.788204453,0.98713583,-1.15247954,-0.438187309
158,2001,0,-1.53360372,0.159748378,0.201582222,0.436659831,-1.717826862
158,2002,0,0.144809625,1.307627036,-1.249737794,-0.269147949,0.302927593
158,2003,0,-2.221335852,-0.105915963,-0.31218298,-0.43154925,-1.831209807
158,2004,0,-0.964431821,-0.476165258,0.706991753,-1.145912566,-0.203214447
159,1999,0,-1.53168738,0.459479022,-0.688419994,0.531865387,-1.77480009
159,2000,0,-0.976770581,-1.906716466,-0.350835999,1.008181077,-1.544870729
159,2001,0,-0.72019107,-1.537364174,0.087534615,-0.656569433,-0.274707623
159,2002,0,-2.867756426,1.262868705,-1.793499485,-1.048982401,-2.060418105
159,2003,0,-1.51080772,0.288105769,-1.61940196,0.50096373,-1.736003272
159,2004,0,-0.769929775,1.030238212,-0.706033511,-0.839774619,-0.208560511
160,1999,0,-1.209996351,-0.846143932,-0.488671546,-0.965224203,-0.546669658
160,2000,0,-0.602045138,0.279188267,-0.171463993,1.496450353,-1.492480986
160,2001,0,-0.292402291,0.404224266,-0.07578198,1.776186575,-1.37279553
160,2002,0,-2.164284325,0.12777552,-0.165424821,-1.324213489,-1.226175958
160,2003,0,-1.270567382,1.254335626,0.091327649,0.764905019,-1.672104018
160,2004,0,-0.616600434,0.814608996,-0.42309281,-1.106123171,0.100684023
161,1999,0,-1.568606645,0.516858099,-1.083639371,-1.302198579,-0.677255654
161,2000,0,-0.284906478,1.40661438,-1.051936962,1.745701728,-1.346894756
161,2001,0,-2.451903961,0.262836105,0.443422193,-0.481020435,-2.018395859
161,2002,0,-2.146118606,0.266429636,1.320661938,-1.385572566,-1.171136622
161,2003,0,-1.326732294,0.445951633,-0.594671411,-0.934007433,-0.676180469
161,2004,0,-3.067137562,0.721282473,-1.476138818,-2.34709587,-1.447202911
162,1999,0,-0.587338211,-0.178966508,-0.76730656,1.422280796,-1.432798282
162,2000,0,-1.266324199,-2.019053963,0.385958301,-0.9580672,-0.604280379
162,2001,0,0.43486532,0.469556347,0.420116301,2.410927161,-1.077927546
162,2002,0,-0.776909729,-0.287541787,0.736616726,1.22189607,-1.488091531
162,2003,0,-1.568216542,1.342134729,1.007935828,-1.407323354,-0.611979961
162,2004,0,-1.352123877,-0.579996724,-0.608650216,-1.074930437,-0.61314811
163,1999,0,-1.701843598,0.935525325,-0.196348549,0.341156727,-1.817733302
163,2000,0,-2.81216812,-0.874925566,1.801189628,-0.825977685,-2.145614765
163,2001,0,-0.75697266,1.704882818,-0.989206438,1.19630181,-1.453461776
163,2002,0,-1.04397618,-0.821897072,0.559179243,-1.008035708,-0.363459595
163,2003,0,-1.170870679,1.430788377,0.764601299,-1.168339484,-0.38431263
163,2004,0,-0.513489765,0.008669135,2.532948841,-0.678572824,-0.065928948
164,1999,0,-1.917399277,-0.196148122,1.445306729,-1.502530219,-0.88293807
164,2000,0,-0.318333447,1.423950631,0.771452279,-0.766770755,0.172818083
164,2001,0,0.064402247,0.402714042,1.778335482,2.043875381,-1.201135685
164,2002,0,-0.29647329,0.283856116,0.551791454,-0.725265395,0.167834462
164,2003,0,1.762598566,0.681156189,-0.108958599,3.918558088,-0.754974862
164,2004,0,-0.852576422,1.04071904,1.384509504,-1.163256866,-0.086877749
